罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　旭２丁目,20240715,9,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　旭２丁目,20240810,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　旭２丁目,20240826,9,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　旭２丁目,20240925,10,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　旭２丁目,20241022,7,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　旭３丁目,20240905,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　池田,20240201,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　池田,20240115,9,一戸建住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　池田,20240324,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　池田,20240331,6,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　池田,20240907,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　池田,20241017,12,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240112,15,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240211,9,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240209,11,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240215,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20231220,7,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240222,11,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240305,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240328,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240508,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240525,19,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240603,15,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240707,20,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240611,21,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240818,12,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240804,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240826,11,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240921,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20240923,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20241008,15,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20241010,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20241024,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　今福,20241223,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240108,4,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240118,23,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240122,7,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240418,9,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240420,23,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240423,10,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240420,16,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240602,8,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240619,18,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240616,10,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240711,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240719,22,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240719,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240910,6,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240903,7,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240921,12,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20240927,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20241007,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20241011,7,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20241025,6,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20241111,10,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20241030,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　口里,20241212,17,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　長田,20240321,20,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　長田,20241220,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20240104,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20240121,13,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20240311,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20240528,18,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20240602,10,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20240713,13,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20240722,14,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20241013,20,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20241128,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20241017,8,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　安田,20241228,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　養田,20240614,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　養田,20241107,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　坂元,20240612,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　坂元,20241013,10,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　坂元,20241203,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20240104,11,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20240116,20,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20240218,19,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20240313,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20240616,12,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20240625,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20240722,18,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20241020,15,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20241026,8,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　野口,20240313,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　野口,20240419,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　野口,20240511,17,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　野口,20240619,21,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　野口,20240616,20,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　野口,20240627,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　野口,20241105,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　野口,20241105,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　二屋,20240420,10,一戸建住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　二屋,20241110,16,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　良野,20240104,13,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　良野,20240729,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,野口,282103,兵庫県,加古川市,野口町　良野,20241115,19,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,野口町　坂井,20240611,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,野口町　坂井,20240730,16,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,野口町　坂井,20241015,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,平岡町　中野,20240905,19,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　朝日町,20241025,14,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　新野辺,20240504,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　新野辺,20241030,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　新野辺北町３丁目,20241103,0,道路上,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　新野辺北町４丁目,20241030,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　新野辺北町５丁目,20240713,10,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　新野辺北町６丁目,20240419,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240113,6,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20231212,7,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240216,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240223,19,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240302,22,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240313,19,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240327,7,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240512,8,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240518,20,その他,その他,20歳代,大学生,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240527,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240621,17,その他,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240702,7,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240703,8,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240819,9,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240814,11,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240905,11,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240814,11,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240920,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20240926,7,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20241004,18,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20241108,19,その他,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20241008,7,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20241018,8,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　別府,20241220,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20240104,10,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20240428,12,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20240503,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20240529,7,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20240609,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20240714,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20240924,11,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20241005,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20241025,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,別府,282103,兵庫県,加古川市,別府町　緑町,20241223,18,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　一色,20231231,16,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　一色,20240216,19,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　一色,20240331,9,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　一色,20240716,9,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　一色,20240826,8,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　一色,20241006,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20231231,19,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240103,10,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240101,9,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240114,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240118,12,一戸建住宅,その他,70歳以上,その他,施錠した
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240217,13,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240310,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240314,11,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240319,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240415,8,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240504,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240511,7,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240517,20,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240530,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240531,18,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240613,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240617,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240720,20,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240722,7,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240726,13,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240805,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240810,13,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240809,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240825,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240828,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240902,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240822,14,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240914,11,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240923,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20240929,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20241001,7,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20241004,16,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20241011,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　新在家,20241013,10,その他,駐車（輪）場,50歳代,その他,施錠せず
