罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20241129,14,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20241127,7,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町字寺池,20241115,20,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町字室山,20240526,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山本町３丁目,20240329,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,20240320,8,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,20240509,16,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,20240618,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,20240902,12,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,海岸通,20240817,12,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,川原１丁目,20240515,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,神田町,20231231,8,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,神田町,20240601,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,神田町,20240601,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,清水通,20240111,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,天ノ下町,20240628,16,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,中道２丁目,20240105,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,瑞穂通,20240703,17,一戸建住宅,その他,70歳以上,その他,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,山手３丁目,20240421,12,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,山手３丁目,20240520,20,その他の住宅（３階建て以下共同住宅等）,その他,50歳代,その他,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,山手３丁目,20240908,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,山手６丁目,20231220,8,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,北舞子３丁目,20240217,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,星陵台１丁目,20240511,9,その他,駐車（輪）場,10歳未満,小学生,施錠した
窃盗,自転車盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,星陵台２丁目,20241218,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,星陵台３丁目,20241018,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,星陵台８丁目,20240906,19,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,舞子台７丁目,20240419,19,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,舞子台８丁目,20240207,10,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,舞子台８丁目,20241130,15,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,狩口台７丁目,20241217,22,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,20240202,22,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,20240606,7,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,20240718,5,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,20240807,17,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,20240731,8,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,20240913,21,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台２丁目,20240321,15,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台２丁目,20241001,11,その他,その他,50歳代,その他,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台２丁目,20241217,16,その他,その他,20歳代,大学生,施錠した
窃盗,自転車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台４丁目,20240619,9,その他,その他,10歳代,大学生,施錠した
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,清水が丘２丁目,20240109,16,４階建て以上共同住宅,その他,10歳代,その他,施錠せず
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子２丁目,20240210,12,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子５丁目,20240914,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子８丁目,20240601,10,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子９丁目,20240929,19,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,多聞台３丁目,20240821,19,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,多聞町,20240619,15,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,20240518,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,小束台,20241110,14,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞西１丁目,20240607,22,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞西４丁目,20240523,22,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞西５丁目,20240119,17,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東２丁目,20240213,18,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東２丁目,20240524,11,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東２丁目,20240703,18,一戸建住宅,その他,10歳代,中学生,施錠した
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東２丁目,20240705,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞東２丁目,20240927,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,上高丸,281085,兵庫県,神戸市垂水区,上高丸２丁目,20241002,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台１丁目,20191001,12,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台２丁目,20231223,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台２丁目,20240913,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台２丁目,20240903,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台２丁目,20241207,17,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台４丁目,20241009,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台８丁目,20240116,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台２丁目,20240426,19,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台４丁目,20240524,17,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台７丁目,20241010,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台７丁目,20241130,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台５丁目,20231127,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,20240706,20,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,下畑町字鷲ケ尾,20240424,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,垂水,青山台,281085,兵庫県,神戸市垂水区,松風台２丁目,20241217,16,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞１丁目,20241118,22,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘４丁目,20240712,22,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台２丁目,20240427,18,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台２丁目,20240809,18,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,20240614,19,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,20241012,19,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,新港町,20241026,19,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,神戸水上,新港,281107,兵庫県,神戸市中央区,新港町,20241228,22,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,波止場町,20240209,16,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,波止場町,20240504,0,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,波止場町,20240719,8,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,波止場町,20240722,7,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,波止場町,20240808,9,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,波止場町,20240824,9,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,波止場町,20241024,15,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,弁天町,20240607,18,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,中突堤,281107,兵庫県,神戸市中央区,弁天町,20240808,9,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,下山手通５丁目,20241002,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20240125,13,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20240610,23,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20240618,15,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20241011,9,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20241203,8,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20241220,1,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20241222,23,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町２丁目,20240215,10,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町２丁目,20240715,15,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町２丁目,20240823,9,４階建て以上共同住宅,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町２丁目,20241206,22,４階建て以上共同住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20240107,17,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20240114,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20240822,13,道路上,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20241124,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町４丁目,20241007,7,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町４丁目,20240420,7,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町４丁目,20241220,8,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町５丁目,20240513,17,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町５丁目,20241219,20,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,20240208,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,20240715,14,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,20241031,10,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島南町２丁目,20240610,8,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　今津,20240415,17,４階建て以上共同住宅,駐車（輪）場,40歳代,高校生,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　今津,20240615,11,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　今津,20241026,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　上池,20241129,16,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　高津橋,20240301,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　高津橋,20241023,18,一戸建住宅,その他,10歳代,中学生,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　新方,20221201,不明,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　新方,20240709,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　西河原,20240304,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　西河原,20240420,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　西河原,20240810,5,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　西河原,20240410,0,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,水谷２丁目,20240709,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,上池,281115,兵庫県,神戸市西区,水谷２丁目,20241007,7,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,王塚台５丁目,20240414,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,王塚台５丁目,20241104,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,玉津町　出合,20240422,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,玉津町　出合,20240625,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,小山３丁目,20241203,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,丸塚１丁目,20240511,11,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,丸塚２丁目,20240229,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,丸塚２丁目,20240314,13,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,丸塚２丁目,20240620,16,その他,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,丸塚２丁目,20240707,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,出合,281115,兵庫県,神戸市西区,丸塚２丁目,20240804,22,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,神戸西,春日台,281115,兵庫県,神戸市西区,平野町　常本,20241122,12,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,春日台,281115,兵庫県,神戸市西区,春日台６丁目,20240913,8,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,春日台,281115,兵庫県,神戸市西区,春日台７丁目,20240401,10,一戸建住宅,その他,70歳以上,その他,施錠した
窃盗,自転車盗,神戸西,春日台,281115,兵庫県,神戸市西区,春日台９丁目,20240819,9,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,春日台,281115,兵庫県,神戸市西区,樫野台３丁目,20240921,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,岩岡町　野中,20230917,13,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,糀台５丁目,20240511,22,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡１丁目,20240615,15,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡１丁目,20240628,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡１丁目,20240813,11,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡４丁目,20240913,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳未満,小学生,施錠した
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡５丁目,20240330,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡５丁目,20240511,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡５丁目,20241001,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,古郷,281115,兵庫県,神戸市西区,大沢１丁目,20240610,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,神戸西,神出,281115,兵庫県,神戸市西区,神出町　東,20240915,8,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町　木津,20240719,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,神戸西,栄,281115,兵庫県,神戸市西区,糀台５丁目,20240321,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘中町３丁目,20240625,7,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘中町３丁目,20241010,7,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘東町３丁目,20240625,14,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘東町３丁目,20241130,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町　別府,20240420,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町　別府,20241222,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
