罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,大池町３丁目,2018-06-15,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,飛松町３丁目,2018-01-04,11,道路上,その他
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,平田町１丁目,2018-03-03,17,道路上,ナンバープレート
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,平田町４丁目,2018-09-16,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,前池町２丁目,2018-01-26,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,妙法寺字口ノ川,2018-01-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,戎町１丁目,2018-10-20,17,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町２丁目,2018-03-23,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大田町２丁目,2018-12-01,23,道路上,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大田町５丁目,2018-05-21,04,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,須磨,東須磨,281077,兵庫県,神戸市須磨区,稲葉町３丁目,2018-01-30,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,須磨,東須磨,281077,兵庫県,神戸市須磨区,松風町３丁目,2018-10-05,18,駐車（輪）場,その他
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,磯馴町４丁目,2018-11-30,19,駐車（輪）場,その他
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,若宮町３丁目,2018-01-31,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,一ノ谷町５丁目,2018-08-23,14,道路上,ナンバープレート
窃盗,部品ねらい,須磨,妙法寺,281077,兵庫県,神戸市須磨区,車字道谷山,2018-05-10,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,須磨,多井畑,281077,兵庫県,神戸市須磨区,多井畑字清水,2018-09-22,18,駐車（輪）場,その他
窃盗,部品ねらい,須磨,多井畑,281077,兵庫県,神戸市須磨区,多井畑字東所,2018-11-05,20,その他,その他
窃盗,部品ねらい,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台４丁目,2018-04-28,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,高倉台,281077,兵庫県,神戸市須磨区,高倉台１丁目,2016-09-01,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,高倉台,281077,兵庫県,神戸市須磨区,高倉台１丁目,2018-01-26,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,神の谷５丁目,2018-02-03,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,北落合１丁目,2018-08-07,00,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2018-01-29,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2018-04-20,07,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,2018-09-05,14,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,西落合２丁目,2018-01-29,08,道路上,ナンバープレート
窃盗,部品ねらい,須磨,横尾,281077,兵庫県,神戸市須磨区,横尾６丁目,2018-09-03,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,横尾,281077,兵庫県,神戸市須磨区,横尾８丁目,2018-09-04,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,泉が丘３丁目,2018-08-19,20,駐車（輪）場,その他
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,城が山４丁目,2018-07-08,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,城が山５丁目,2018-05-24,22,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,垂水,高丸,281085,兵庫県,神戸市垂水区,向陽２丁目,2018-05-21,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,垂水,高丸,281085,兵庫県,神戸市垂水区,高丸６丁目,不明,不明,駐車（輪）場,その他
窃盗,部品ねらい,垂水,高丸,281085,兵庫県,神戸市垂水区,福田１丁目,2018-09-30,16,その他,ナンバープレート
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,多聞町,2018-07-19,10,駐車（輪）場,その他
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2018-05-13,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山本町２丁目,2018-01-10,17,駐車（輪）場,その他
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山本町２丁目,2018-10-21,10,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,旭が丘２丁目,2018-09-16,12,駐車（輪）場,その他
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,旭が丘２丁目,2018-09-29,22,駐車（輪）場,その他
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,坂上４丁目,2018-10-05,17,一戸建住宅,タイヤ・ホイール
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,星が丘３丁目,2018-05-19,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,陸ノ町,2018-10-05,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,北舞子２丁目,2018-10-10,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,星陵台２丁目,2018-07-04,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,2018-07-13,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台８丁目,2017-12-27,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子１丁目,2018-04-10,19,駐車（輪）場,その他
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台２丁目,2018-11-24,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台６丁目,2018-07-09,18,駐車（輪）場,その他
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2013-05-01,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2018-02-25,23,駐車（輪）場,その他
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台６丁目,2018-11-24,16,駐車（輪）場,その他
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台４丁目,2018-05-15,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台５丁目,2018-04-14,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞１丁目,2018-07-13,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞５丁目,2017-01-01,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞７丁目,2018-04-01,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘２丁目,2018-06-23,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘５丁目,2018-07-21,15,駐車（輪）場,その他
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台５丁目,2018-07-27,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,2018-04-08,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,2018-05-12,08,道路上,ナンバープレート
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,新港町,2018-01-17,11,その他,ナンバープレート
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島８丁目,2018-08-19,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島９丁目,2018-12-07,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2017-12-29,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町８丁目,2018-11-16,07,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,,281115,兵庫県,神戸市西区,狩場台１丁目,2018-02-12,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2018-05-12,17,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2018-06-01,00,一戸建住宅,ナンバープレート
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2018-09-16,11,道路上,ナンバープレート
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町高津橋,2018-07-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2018-08-29,07,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町西河原,2018-07-02,15,その他,その他
窃盗,部品ねらい,神戸西,出合,281115,兵庫県,神戸市西区,玉津町出合,2018-07-27,09,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,神戸西,西戸田,281115,兵庫県,神戸市西区,平野町印路,2018-01-15,23,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,樫野台５丁目,2018-09-04,17,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,樫野台５丁目,2018-09-16,16,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,岩岡,281115,兵庫県,神戸市西区,岩岡町岩岡,2017-12-30,16,一戸建住宅,その他
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡４丁目,2018-03-31,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,大沢１丁目,2018-04-10,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町田井,2018-09-02,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町田井,2018-09-04,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町福住,2018-04-10,09,道路上,その他
窃盗,部品ねらい,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町福住,2018-09-07,04,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町池谷,2018-02-28,23,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町池谷,2018-03-01,19,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町谷口,2018-02-26,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町友清,2018-02-16,17,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町友清,2018-03-01,17,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町上脇,2018-02-24,17,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府４丁目,2018-02-15,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2018-02-14,12,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2018-01-15,20,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2018-06-09,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2018-01-20,08,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2018-09-10,21,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2018-06-09,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2018-08-01,00,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2018-09-26,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2018-12-19,21,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2018-03-11,10,一戸建住宅,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2018-10-07,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府３丁目,2018-09-05,06,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町前開,2018-02-16,20,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,2018-11-27,02,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町５丁目,2018-05-16,17,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町５丁目,2018-05-18,19,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-03-08,19,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-01-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-02-04,00,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-02-19,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-03-28,14,一戸建住宅,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-06-20,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-11-14,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,枝吉１丁目,2018-06-07,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,狩場台,281115,兵庫県,神戸市西区,糀台５丁目,2018-08-11,08,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,竹の台,281115,兵庫県,神戸市西区,竹の台２丁目,2018-04-25,17,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2018-01-05,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2018-01-11,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2018-10-27,19,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2018-11-05,12,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-02-07,20,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-04-27,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-07-22,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-08-10,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-08-16,11,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-09-28,22,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2018-10-02,22,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,玉津町田中,2018-03-14,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,宮下３丁目,2018-01-20,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,二ツ屋１丁目,2018-03-19,21,駐車（輪）場,カーナビ
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,丸塚２丁目,2018-01-20,11,駐車（輪）場,その他
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野町有野,2018-04-16,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野町有野,2018-08-27,19,駐車（輪）場,その他
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野町有野,2018-12-16,17,駐車（輪）場,その他
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台南町４丁目,2017-11-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野中町１丁目,2018-06-23,16,駐車（輪）場,その他
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,有野中町３丁目,2017-05-03,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,二郎,281093,兵庫県,神戸市北区,有野中町４丁目,2018-01-14,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,道場,281093,兵庫県,神戸市北区,道場町日下部,2018-04-09,20,その他,その他
窃盗,部品ねらい,有馬,生野,281093,兵庫県,神戸市北区,道場町塩田,2018-08-01,18,駐車（輪）場,その他
窃盗,部品ねらい,有馬,上小名田,281093,兵庫県,神戸市北区,八多町上小名田,2018-08-04,17,その他,その他
窃盗,部品ねらい,有馬,上八多,281093,兵庫県,神戸市北区,八多町中,2018-12-29,12,駐車（輪）場,その他
窃盗,部品ねらい,有馬,上八多,281093,兵庫県,神戸市北区,八多町屏風,2018-04-01,10,道路上,ナンバープレート
窃盗,部品ねらい,有馬,大沢,281093,兵庫県,神戸市北区,大沢町上大沢,2017-06-15,12,その他,ナンバープレート
窃盗,部品ねらい,有馬,野瀬,281093,兵庫県,神戸市北区,淡河町神影,2018-08-16,07,その他,その他
窃盗,部品ねらい,有馬,有野台,281093,兵庫県,神戸市北区,有野台６丁目,2018-09-14,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台東町９丁目,2018-08-10,12,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台東町９丁目,2018-12-16,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,,2018-01-12,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,花山台,2018-06-24,15,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,山田町下谷上字芝山,2018-09-09,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,谷上西町,2018-08-17,17,道路上,その他
窃盗,部品ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,鈴蘭台南町５丁目,2018-12-15,18,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,南五葉６丁目,2018-09-03,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,清水町,2015-04-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,精道町,2018-07-31,07,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,業平町,2018-04-23,10,道路上,その他
窃盗,部品ねらい,芦屋,業平橋,282065,兵庫県,芦屋市,業平町,2018-04-23,15,その他,その他
窃盗,部品ねらい,芦屋,宮川,282065,兵庫県,芦屋市,打出小槌町,2018-07-20,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,宮川,282065,兵庫県,芦屋市,上宮川町,2018-02-28,21,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,岩園,282065,兵庫県,芦屋市,東山町,2018-01-19,10,道路上,その他
窃盗,部品ねらい,芦屋,浜芦屋,282065,兵庫県,芦屋市,呉川町,2018-01-17,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,芦屋,打出,282065,兵庫県,芦屋市,南宮町,2018-06-03,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,打出,282065,兵庫県,芦屋市,南宮町,2018-10-16,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,打出,282065,兵庫県,芦屋市,西蔵町,2018-10-27,12,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2018-10-31,12,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2018-05-29,18,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2018-08-18,12,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,海洋町,2018-03-05,02,その他,その他
窃盗,部品ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,涼風町,2018-10-25,16,一戸建住宅,その他
窃盗,部品ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,陽光町,2018-04-04,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,陽光町,2018-11-14,18,駐車（輪）場,その他
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,石在町,2018-11-23,15,駐車（輪）場,その他
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,浜脇町,2016-10-01,00,道路上,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,東町２丁目,2018-05-03,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2018-01-07,16,その他,その他
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2018-08-25,16,駐車（輪）場,その他
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2018-11-09,01,その他,その他
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2018-06-30,19,駐車（輪）場,その他
窃盗,部品ねらい,西宮,寿,282049,兵庫県,西宮市,神原,2018-08-23,23,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,西宮,寿,282049,兵庫県,西宮市,寿町,2018-09-29,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,寿,282049,兵庫県,西宮市,常磐町,2018-05-27,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西宮,寿,282049,兵庫県,西宮市,平松町,2018-05-01,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,青木,282049,兵庫県,西宮市,広田町,2018-10-04,17,駐車（輪）場,その他
窃盗,部品ねらい,西宮,芦原,282049,兵庫県,西宮市,森下町,2018-03-23,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,染殿町,2017-12-23,17,道路上,ナンバープレート
窃盗,部品ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大箇町,2018-11-04,11,駐車（輪）場,その他
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門呉羽町,2017-12-22,14,駐車（輪）場,その他
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,今津大東町,2018-07-24,23,駐車（輪）場,その他
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,今津久寿川町,2018-02-19,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,今津真砂町,2018-05-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,今津真砂町,2018-08-25,20,駐車（輪）場,その他
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,津門住江町,2018-01-11,11,４階建て以上共同住宅,その他
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,津門住江町,2018-04-06,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,,2018-05-04,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,東町１丁目,2018-02-10,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,用海町,2018-08-25,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高木東町,2018-10-04,17,駐車（輪）場,ナンバープレート
